Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,MSL,ASW,LWK,ESN,GWD,ACB,YRI,synthetic_percentage,samples_and_percentage,model_name,accuracy,f1_score
399.0,399.0,598.0,0.1786,0.0526,0.5055,0.3667,0.42,0.2899,0.2712,0.1,"105
10%",SVC,0.3270676691729323,0.2977722418316719
400.0,400.0,600.0,0.2588,0.1429,0.4368,0.3371,0.3377,0.1765,0.1429,0.2,"211
20%",KNN,0.2744360902255639,0.261790143129211
401.0,401.0,601.0,0.2069,0.0526,0.5227,0.3768,0.4516,0.3421,0.2364,0.2,"211
20%",SVC,0.3383458646616541,0.3127355429070021
402.0,402.0,603.0,0.2432,0.1923,0.4286,0.3617,0.3611,0.1333,0.1219,0.3,"316
30%",KNN,0.2781954887218045,0.263174307962654
403.0,403.0,604.0,0.1754,0.0526,0.5,0.4516,0.4301,0.2857,0.2569,0.3,"316
30%",SVC,0.3345864661654135,0.3074836607436233
404.0,404.0,606.0,0.2895,0.1923,0.5,0.3846,0.4348,0.1875,0.0952,0.4,"422
40%",KNN,0.3233082706766917,0.2977024950096215
405.0,405.0,607.0,0.1852,0.0526,0.56,0.4308,0.4516,0.3421,0.283,0.4,"422
40%",SVC,0.3646616541353383,0.3293318613157163
406.0,406.0,609.0,0.2078,0.1403,0.4615,0.4318,0.3415,0.1613,0.2133,0.5,"528
50%",KNN,0.2969924812030075,0.2796552569842798
407.0,407.0,610.0,0.1695,0.0976,0.5161,0.3881,0.4819,0.3038,0.2727,0.5,"528
50%",SVC,0.3421052631578947,0.3185276695298805
408.0,408.0,612.0,0.24,0.2593,0.5494,0.4082,0.3333,0.1791,0.1159,0.6,"633
60%",KNN,0.3157894736842105,0.2978932734209589
409.0,409.0,613.0,0.2,0.05,0.5,0.3939,0.439,0.3171,0.2641,0.6,"633
60%",SVC,0.3345864661654135,0.3091696997587471
410.0,410.0,615.0,0.2308,0.2308,0.5106,0.3878,0.4054,0.2333,0.2105,0.7,"739
70%",KNN,0.3308270676691729,0.3155995594256901
411.0,411.0,616.0,0.2,0.05,0.5686,0.4444,0.475,0.35,0.2804,0.7,"739
70%",SVC,0.3684210526315789,0.3383493896000767
412.0,412.0,618.0,0.2535,0.2222,0.5243,0.4,0.3846,0.2258,0.1159,0.8,"844
80%",KNN,0.3270676691729323,0.3037684369795392
413.0,413.0,619.0,0.2,0.0488,0.5243,0.3934,0.4691,0.3333,0.2941,0.8,"844
80%",SVC,0.3533834586466165,0.3232973911824549
414.0,414.0,621.0,0.2466,0.1852,0.5393,0.3878,0.3636,0.2461,0.1842,0.9,"950
90%",KNN,0.3233082706766917,0.307548886927769
415.0,415.0,622.0,0.2034,0.0476,0.5577,0.4062,0.4557,0.2963,0.2913,0.9,"950
90%",SVC,0.3533834586466165,0.3226008315100145
416.0,416.0,624.0,0.2571,0.2593,0.5306,0.4124,0.4197,0.2414,0.1622,1.0,"1056
100%",KNN,0.3458646616541353,0.3260971506067767
417.0,417.0,625.0,0.2034,0.0476,0.5631,0.4062,0.475,0.3171,0.3137,1.0,"1056
100%",SVC,0.3646616541353383,0.3323091907388304
418.0,418.0,627.0,0.3333,0.1429,0.4,0.3516,0.3513,0.2154,0.1558,0.0,"0
0%",KNN,0.2894736842105263,0.2786312786312786
419.0,419.0,628.0,0.1429,0.0,0.5333,0.3448,0.4259,0.2727,0.2712,0.0,"0
0%",SVC,0.3233082706766917,0.2844082431040767
420.0,420.0,630.0,0.3059,0.1887,0.427,0.4138,0.2973,0.2187,0.15,0.1,"105
10%",KNN,0.2969924812030075,0.2859097558720856
421.0,421.0,631.0,0.2105,0.0,0.5319,0.3548,0.4421,0.3056,0.2783,0.1,"105
10%",SVC,0.3383458646616541,0.3033145153375117
422.0,422.0,633.0,0.2588,0.2692,0.5417,0.4583,0.2571,0.2759,0.1867,0.2,"211
20%",KNN,0.3383458646616541,0.3211036987739392
423.0,423.0,634.0,0.1724,0.0526,0.5217,0.4179,0.4222,0.2857,0.2909,0.2,"211
20%",SVC,0.3383458646616541,0.3090772212989132
424.0,424.0,636.0,0.3117,0.1538,0.5053,0.32,0.2812,0.2222,0.1389,0.3,"316
30%",KNN,0.2932330827067669,0.276165533505759
425.0,425.0,637.0,0.1786,0.0,0.5591,0.3939,0.4632,0.3117,0.2593,0.3,"316
30%",SVC,0.3458646616541353,0.309393724734496
426.0,426.0,639.0,0.2381,0.1538,0.4565,0.3908,0.3421,0.1791,0.1351,0.4,"422
40%",KNN,0.2857142857142857,0.270801800668278
427.0,427.0,640.0,0.1724,0.0526,0.4946,0.4444,0.4773,0.35,0.3036,0.4,"422
40%",SVC,0.3571428571428571,0.3278510897504851
428.0,428.0,642.0,0.1944,0.1569,0.5252,0.3495,0.2817,0.1818,0.1429,0.5,"528
50%",KNN,0.2857142857142857,0.2617771062031714
429.0,429.0,643.0,0.2069,0.0,0.56,0.4118,0.4235,0.35,0.2857,0.5,"528
50%",SVC,0.3571428571428571,0.3197007078693546
430.0,430.0,645.0,0.1972,0.2353,0.5385,0.4045,0.4557,0.1935,0.1842,0.6,"633
60%",KNN,0.3383458646616541,0.3155554646666896
431.0,431.0,646.0,0.2069,0.0488,0.52,0.4,0.4337,0.3291,0.3208,0.6,"633
60%",SVC,0.3533834586466165,0.3227543743314024
432.0,432.0,648.0,0.2162,0.2545,0.4536,0.4255,0.4359,0.2059,0.1212,0.7,"739
70%",KNN,0.3195488721804511,0.3018419633041002
433.0,433.0,649.0,0.1724,0.0488,0.505,0.4062,0.4578,0.3457,0.3019,0.7,"739
70%",SVC,0.3496240601503759,0.3196988451512207
434.0,434.0,651.0,0.2941,0.2222,0.52,0.42,0.4156,0.1724,0.2667,0.8,"844
80%",KNN,0.3533834586466165,0.3301435349479394
435.0,435.0,652.0,0.1967,0.0488,0.5454,0.4193,0.4819,0.3415,0.3269,0.8,"844
80%",SVC,0.3684210526315789,0.3372321979778725
436.0,436.0,654.0,0.2895,0.2308,0.5252,0.4,0.4324,0.25,0.16,0.9,"950
90%",KNN,0.3458646616541353,0.3268468389521021
437.0,437.0,655.0,0.2,0.0488,0.5454,0.4,0.4337,0.325,0.2885,0.9,"950
90%",SVC,0.3496240601503759,0.3202045016399997
438.0,438.0,657.0,0.2571,0.2264,0.5306,0.404,0.425,0.2034,0.1644,1.0,"1056
100%",KNN,0.3383458646616541,0.315854856081879
439.0,439.0,658.0,0.2034,0.0,0.549,0.4062,0.475,0.3132,0.3107,1.0,"1056
100%",SVC,0.3571428571428571,0.32251315172147
440.0,440.0,660.0,0.3333,0.1403,0.4,0.3516,0.3513,0.2187,0.1558,0.0,"0
0%",KNN,0.2894736842105263,0.2787540099100249
441.0,441.0,661.0,0.1429,0.0,0.5333,0.3448,0.4259,0.2727,0.2712,0.0,"0
0%",SVC,0.3233082706766917,0.2844082431040767
442.0,442.0,663.0,0.2963,0.1455,0.3956,0.3571,0.274,0.1739,0.1772,0.1,"105
10%",KNN,0.2706766917293233,0.2599427043699284
443.0,443.0,664.0,0.2105,0.0526,0.5556,0.3492,0.433,0.2899,0.3051,0.1,"105
10%",SVC,0.3458646616541353,0.3136927583495538
444.0,444.0,666.0,0.2892,0.2857,0.433,0.3855,0.3529,0.1818,0.2025,0.2,"211
20%",KNN,0.3120300751879699,0.3043848250678641
445.0,445.0,667.0,0.1455,0.0,0.4632,0.3809,0.4468,0.3014,0.2783,0.2,"211
20%",SVC,0.3233082706766917,0.2880005806229975
446.0,446.0,669.0,0.2432,0.2182,0.5055,0.3333,0.3714,0.2338,0.2222,0.3,"316
30%",KNN,0.3120300751879699,0.3039528468099897
447.0,447.0,670.0,0.1403,0.0526,0.4898,0.4062,0.4222,0.3117,0.2778,0.3,"316
30%",SVC,0.3308270676691729,0.3001023837422871
448.0,448.0,672.0,0.2338,0.2143,0.4565,0.396,0.4058,0.0952,0.1622,0.4,"422
40%",KNN,0.2969924812030075,0.2805443785703302
449.0,449.0,673.0,0.1786,0.1026,0.505,0.4375,0.4301,0.3562,0.2778,0.4,"422
40%",SVC,0.3533834586466165,0.3268193892010254
450.0,450.0,675.0,0.225,0.0833,0.4898,0.4255,0.3733,0.1231,0.1944,0.5,"528
50%",KNN,0.3007518796992481,0.2735022667784283
451.0,451.0,676.0,0.1403,0.0,0.5155,0.3881,0.4419,0.3333,0.2752,0.5,"528
50%",SVC,0.3345864661654135,0.2991853789227243
452.0,452.0,678.0,0.25,0.25,0.5361,0.3696,0.4103,0.1667,0.1818,0.6,"633
60%",KNN,0.3270676691729323,0.3091984214799095
453.0,453.0,679.0,0.1786,0.0513,0.5454,0.375,0.4762,0.325,0.2909,0.6,"633
60%",SVC,0.3533834586466165,0.3203439417725132
454.0,454.0,681.0,0.2564,0.2222,0.5545,0.4545,0.3467,0.1935,0.1892,0.7,"739
70%",KNN,0.3383458646616541,0.3167196602393025
455.0,455.0,682.0,0.1967,0.1026,0.56,0.4062,0.4471,0.3457,0.2745,0.7,"739
70%",SVC,0.3609022556390977,0.3332547219765959
456.0,456.0,684.0,0.2059,0.2641,0.5306,0.421,0.45,0.2258,0.2105,0.8,"844
80%",KNN,0.3496240601503759,0.3297187057452409
457.0,457.0,685.0,0.2034,0.0513,0.5437,0.4193,0.4691,0.3658,0.283,0.8,"844
80%",SVC,0.3646616541353383,0.3336749099741146
458.0,458.0,687.0,0.2466,0.2264,0.5148,0.4124,0.425,0.2105,0.1408,0.9,"950
90%",KNN,0.3345864661654135,0.310940634598074
459.0,459.0,688.0,0.1967,0.0,0.551,0.4,0.481,0.3059,0.2857,0.9,"950
90%",SVC,0.3496240601503759,0.3171930023602836
460.0,460.0,690.0,0.2571,0.2593,0.5252,0.4082,0.4197,0.2105,0.1644,1.0,"1056
100%",KNN,0.3421052631578947,0.3206401244019752
461.0,461.0,691.0,0.2034,0.0476,0.5577,0.4,0.481,0.3171,0.3168,1.0,"1056
100%",SVC,0.3646616541353383,0.3319455282782431
462.0,462.0,693.0,0.3333,0.1403,0.4,0.3516,0.3513,0.2154,0.1579,0.0,"0
0%",KNN,0.2894736842105263,0.2785661808218199
463.0,463.0,694.0,0.1429,0.0,0.5333,0.3448,0.4259,0.2727,0.2712,0.0,"0
0%",SVC,0.3233082706766917,0.2844082431040767
464.0,464.0,696.0,0.2963,0.1961,0.4894,0.3368,0.3333,0.2154,0.1622,0.1,"105
10%",KNN,0.3045112781954887,0.2899226637056819
465.0,465.0,697.0,0.1091,0.0,0.5263,0.3,0.4158,0.3143,0.2632,0.1,"105
10%",SVC,0.3157894736842105,0.2755274131065093
466.0,466.0,699.0,0.3132,0.1455,0.4783,0.3956,0.3784,0.2,0.1818,0.2,"211
20%",KNN,0.3157894736842105,0.2989670546955588
467.0,467.0,700.0,0.1455,0.0,0.4667,0.3667,0.4286,0.3243,0.2712,0.2,"211
20%",SVC,0.3195488721804511,0.2861242960516568
468.0,468.0,702.0,0.25,0.1923,0.4468,0.375,0.2895,0.2461,0.1039,0.3,"316
30%",KNN,0.2857142857142857,0.2719485481723523
469.0,469.0,703.0,0.1786,0.1026,0.5625,0.4,0.4086,0.3333,0.2667,0.3,"316
30%",SVC,0.3496240601503759,0.3217482402390236
470.0,470.0,705.0,0.1389,0.2593,0.4583,0.4222,0.3684,0.25,0.1,0.4,"422
40%",KNN,0.2969924812030075,0.2853035366193261
471.0,471.0,706.0,0.1639,0.0,0.5319,0.3823,0.4368,0.2785,0.2641,0.4,"422
40%",SVC,0.3270676691729323,0.2939451180389795
472.0,472.0,708.0,0.2222,0.1923,0.46,0.38,0.3513,0.1967,0.2192,0.5,"528
50%",KNN,0.3082706766917293,0.2888258085069223
473.0,473.0,709.0,0.1639,0.0541,0.5053,0.4308,0.4086,0.4,0.283,0.5,"528
50%",SVC,0.3496240601503759,0.3208059839156704
474.0,474.0,711.0,0.2353,0.25,0.5577,0.4045,0.3896,0.2069,0.2,0.6,"633
60%",KNN,0.3421052631578947,0.3205696783851951
475.0,475.0,712.0,0.2069,0.0,0.5567,0.3768,0.4598,0.3377,0.283,0.6,"633
60%",SVC,0.3533834586466165,0.3172657853406094
476.0,476.0,714.0,0.2817,0.2545,0.505,0.4158,0.4416,0.1311,0.0882,0.7,"739
70%",KNN,0.3270676691729323,0.3025812801798772
477.0,477.0,715.0,0.1724,0.0526,0.5545,0.3881,0.4146,0.3658,0.3077,0.7,"739
70%",SVC,0.3571428571428571,0.3222486616654664
478.0,478.0,717.0,0.1944,0.2745,0.5361,0.4375,0.4054,0.1562,0.1538,0.8,"844
80%",KNN,0.3270676691729323,0.3082911831206252
479.0,479.0,718.0,0.2034,0.0488,0.5437,0.3636,0.3902,0.3544,0.2745,0.8,"844
80%",SVC,0.3421052631578947,0.3112400126350705
480.0,480.0,720.0,0.2535,0.2222,0.4792,0.375,0.3855,0.2105,0.16,0.9,"950
90%",KNN,0.3157894736842105,0.2979969285876606
481.0,481.0,721.0,0.2034,0.05,0.5294,0.3881,0.4557,0.3294,0.3,0.9,"950
90%",SVC,0.3533834586466165,0.3222813234206317
482.0,482.0,723.0,0.2571,0.2264,0.5306,0.4,0.425,0.2069,0.1644,1.0,"1056
100%",KNN,0.3383458646616541,0.3157786156783446
483.0,483.0,724.0,0.2,0.0476,0.549,0.4062,0.481,0.3171,0.2913,1.0,"1056
100%",SVC,0.3571428571428571,0.3274623743348672
484.0,484.0,726.0,0.3333,0.1403,0.4,0.3516,0.3513,0.2154,0.1579,0.0,"0
0%",KNN,0.2894736842105263,0.2785661808218199
485.0,485.0,727.0,0.1429,0.0,0.5333,0.3448,0.4259,0.2727,0.2712,0.0,"0
0%",SVC,0.3233082706766917,0.2844082431040767
486.0,486.0,729.0,0.3171,0.2182,0.4681,0.3871,0.2319,0.1905,0.1842,0.1,"105
10%",KNN,0.3007518796992481,0.2852868063218639
487.0,487.0,730.0,0.1724,0.0,0.5217,0.339,0.4421,0.3099,0.2833,0.1,"105
10%",SVC,0.3308270676691729,0.2954905322580706
488.0,488.0,732.0,0.325,0.1379,0.413,0.3461,0.303,0.1786,0.1316,0.2,"211
20%",KNN,0.2781954887218045,0.262187005409661
489.0,489.0,733.0,0.2034,0.0526,0.5111,0.3448,0.421,0.3421,0.2586,0.2,"211
20%",SVC,0.3308270676691729,0.304819813023695
490.0,490.0,735.0,0.2703,0.2264,0.5155,0.3434,0.4167,0.1562,0.137,0.3,"316
30%",KNN,0.3120300751879699,0.2950695133723627
491.0,491.0,736.0,0.1724,0.0,0.4948,0.3226,0.3864,0.3117,0.2301,0.3,"316
30%",SVC,0.3045112781954887,0.27399717753095
492.0,492.0,738.0,0.2278,0.1923,0.4952,0.4444,0.3881,0.1311,0.2051,0.4,"422
40%",KNN,0.3195488721804511,0.2977391115514862
493.0,493.0,739.0,0.1724,0.0,0.5417,0.3636,0.4138,0.3171,0.2476,0.4,"422
40%",SVC,0.3270676691729323,0.2937431636007871
494.0,494.0,741.0,0.2703,0.2264,0.5155,0.4,0.3733,0.25,0.1772,0.5,"528
50%",KNN,0.3308270676691729,0.3160996864774881
495.0,495.0,742.0,0.2105,0.0,0.4792,0.3529,0.4667,0.321,0.2524,0.5,"528
50%",SVC,0.3308270676691729,0.2975308091972004
496.0,496.0,744.0,0.3288,0.2759,0.4583,0.4314,0.4054,0.2182,0.1892,0.6,"633
60%",KNN,0.3458646616541353,0.3295873553403631
497.0,497.0,745.0,0.1786,0.1026,0.5417,0.3881,0.4286,0.3373,0.2617,0.6,"633
60%",SVC,0.3458646616541353,0.3197807097781684
498.0,498.0,747.0,0.2632,0.2593,0.4742,0.3617,0.4324,0.1935,0.1067,0.7,"739
70%",KNN,0.3120300751879699,0.2987133674250372
499.0,499.0,748.0,0.2069,0.0526,0.5,0.3939,0.4471,0.3415,0.2718,0.7,"739
70%",SVC,0.3458646616541353,0.3162620604240905
500.0,500.0,750.0,0.2162,0.3019,0.5,0.4348,0.3896,0.2,0.1842,0.8,"844
80%",KNN,0.3345864661654135,0.3181009333272682
501.0,501.0,751.0,0.1667,0.0476,0.549,0.4127,0.4471,0.3291,0.2772,0.8,"844
80%",SVC,0.3496240601503759,0.3184863150256551
502.0,502.0,753.0,0.2647,0.2308,0.5532,0.396,0.439,0.25,0.1972,0.9,"950
90%",KNN,0.3533834586466165,0.332987670754246
503.0,503.0,754.0,0.2034,0.05,0.5437,0.4127,0.45,0.3294,0.3137,0.9,"950
90%",SVC,0.3609022556390977,0.3289878312138853
504.0,504.0,756.0,0.2571,0.2593,0.5306,0.404,0.425,0.2105,0.1622,1.0,"1056
100%",KNN,0.3421052631578947,0.3212490347560165
505.0,505.0,757.0,0.2034,0.0488,0.5631,0.4,0.475,0.3373,0.3168,1.0,"1056
100%",SVC,0.3684210526315789,0.3349225993126479
506.0,506.0,759.0,0.3333,0.1403,0.4,0.3516,0.3562,0.2154,0.1558,0.0,"0
0%",KNN,0.2894736842105263,0.2789608167092975
507.0,507.0,760.0,0.1429,0.0,0.5333,0.3448,0.4259,0.2727,0.2712,0.0,"0
0%",SVC,0.3233082706766917,0.2844082431040767
508.0,508.0,762.0,0.2927,0.1111,0.4681,0.3617,0.2424,0.1818,0.1053,0.1,"105
10%",KNN,0.2706766917293233,0.2518695505885848
509.0,509.0,763.0,0.1754,0.0526,0.5057,0.3939,0.42,0.2857,0.2807,0.1,"105
10%",SVC,0.3308270676691729,0.3020246765592889
510.0,510.0,765.0,0.2683,0.2545,0.5106,0.3265,0.3288,0.1846,0.0615,0.2,"211
20%",KNN,0.2932330827067669,0.2764182881472913
511.0,511.0,766.0,0.1724,0.0,0.5217,0.4242,0.4536,0.2933,0.2617,0.2,"211
20%",SVC,0.3383458646616541,0.3038598816467605
512.0,512.0,768.0,0.2716,0.1887,0.505,0.3556,0.3662,0.1667,0.1795,0.3,"316
30%",KNN,0.3082706766917293,0.2904630390590174
513.0,513.0,769.0,0.1754,0.0,0.4632,0.3607,0.4516,0.3038,0.2727,0.3,"316
30%",SVC,0.3233082706766917,0.2896271247486425
514.0,514.0,771.0,0.2597,0.1724,0.4894,0.3778,0.3684,0.2424,0.1408,0.4,"422
40%",KNN,0.3082706766917293,0.292997699746786
515.0,515.0,772.0,0.1724,0.0,0.5319,0.3692,0.4444,0.3077,0.2569,0.4,"422
40%",SVC,0.3308270676691729,0.2975109917189922
516.0,516.0,774.0,0.3099,0.2308,0.4848,0.4124,0.4103,0.2258,0.1918,0.5,"528
50%",KNN,0.3421052631578947,0.3236702411935761
517.0,517.0,775.0,0.2,0.0526,0.5567,0.4118,0.4235,0.321,0.2524,0.5,"528
50%",SVC,0.3458646616541353,0.3168630809013241
518.0,518.0,777.0,0.2857,0.2353,0.5577,0.383,0.4103,0.1639,0.0298,0.6,"633
60%",KNN,0.3233082706766917,0.2951030024589261
519.0,519.0,778.0,0.1935,0.1,0.5545,0.3871,0.4524,0.325,0.2913,0.6,"633
60%",SVC,0.3571428571428571,0.3291062421625942
520.0,520.0,780.0,0.169,0.1961,0.495,0.3636,0.3333,0.2034,0.1644,0.7,"739
70%",KNN,0.2969924812030075,0.2749835871360134
521.0,521.0,781.0,0.1967,0.0,0.5417,0.4127,0.4578,0.3333,0.283,0.7,"739
70%",SVC,0.3496240601503759,0.3178957024856508
522.0,522.0,783.0,0.2,0.1538,0.5,0.4167,0.4,0.2319,0.1622,0.8,"844
80%",KNN,0.3157894736842105,0.2949370058065709
523.0,523.0,784.0,0.2034,0.0,0.5686,0.3939,0.4762,0.3457,0.3168,0.8,"844
80%",SVC,0.3684210526315789,0.3292368353046761
524.0,524.0,786.0,0.2778,0.2143,0.5,0.4043,0.4304,0.2712,0.1667,0.9,"950
90%",KNN,0.3421052631578947,0.3235073807703577
525.0,525.0,787.0,0.1967,0.0,0.5631,0.4,0.4578,0.321,0.2828,0.9,"950
90%",SVC,0.3533834586466165,0.31735362429177
526.0,526.0,789.0,0.2535,0.2264,0.5306,0.4082,0.4197,0.2069,0.1644,1.0,"1056
100%",KNN,0.3383458646616541,0.3156778472988563
527.0,527.0,790.0,0.2,0.0476,0.5577,0.4,0.4557,0.3171,0.28,1.0,"1056
100%",SVC,0.3533834586466165,0.3225829612249583
528.0,528.0,792.0,0.3333,0.1403,0.3809,0.3516,0.3513,0.2121,0.1579,0.0,"0
0%",KNN,0.2857142857142857,0.2753788919202453
529.0,529.0,793.0,0.1429,0.0,0.5333,0.3448,0.4259,0.2727,0.2712,0.0,"0
0%",SVC,0.3233082706766917,0.2844082431040767
530.0,530.0,795.0,0.2299,0.1923,0.4348,0.3488,0.3243,0.2353,0.1096,0.1,"105
10%",KNN,0.2781954887218045,0.2678600072634583
531.0,531.0,796.0,0.1754,0.0,0.4946,0.3692,0.4124,0.3143,0.3009,0.1,"105
10%",SVC,0.3308270676691729,0.2952621179563601
532.0,532.0,798.0,0.282,0.25,0.4468,0.4186,0.2857,0.2187,0.1818,0.2,"211
20%",KNN,0.3082706766917293,0.297678130197834
533.0,533.0,799.0,0.1111,0.0526,0.5217,0.375,0.4124,0.3243,0.3009,0.2,"211
20%",SVC,0.3345864661654135,0.2997231763700597
534.0,534.0,801.0,0.2857,0.2041,0.4731,0.3301,0.3099,0.2192,0.0909,0.3,"316
30%",KNN,0.2894736842105263,0.2732796590494756
535.0,535.0,802.0,0.1639,0.0,0.5053,0.4262,0.413,0.3158,0.2727,0.3,"316
30%",SVC,0.3308270676691729,0.2995696167133313
536.0,536.0,804.0,0.3,0.2182,0.5208,0.4,0.4,0.1967,0.2286,0.4,"422
40%",KNN,0.3421052631578947,0.3234725559374271
537.0,537.0,805.0,0.2034,0.0526,0.5263,0.3881,0.427,0.3038,0.2667,0.4,"422
40%",SVC,0.3383458646616541,0.3096896182254275
538.0,538.0,807.0,0.2338,0.2545,0.5053,0.4086,0.3889,0.2222,0.1299,0.5,"528
50%",KNN,0.3195488721804511,0.3061654625321857
539.0,539.0,808.0,0.2105,0.0952,0.5532,0.3714,0.4494,0.2933,0.3238,0.5,"528
50%",SVC,0.3571428571428571,0.3281379330296986
540.0,540.0,810.0,0.2535,0.2264,0.495,0.3838,0.4054,0.127,0.169,0.6,"633
60%",KNN,0.3157894736842105,0.2943182466836628
541.0,541.0,811.0,0.2034,0.0,0.5306,0.4308,0.4762,0.3614,0.3077,0.6,"633
60%",SVC,0.3646616541353383,0.3300142675987111
542.0,542.0,813.0,0.2973,0.1961,0.5306,0.4086,0.3902,0.1613,0.1667,0.7,"739
70%",KNN,0.3308270676691729,0.3072558593988251
543.0,543.0,814.0,0.2,0.0,0.5454,0.3871,0.4444,0.3488,0.283,0.7,"739
70%",SVC,0.3496240601503759,0.3155502630456274
544.0,544.0,816.0,0.2286,0.2353,0.52,0.3883,0.3797,0.1695,0.1143,0.8,"844
80%",KNN,0.3157894736842105,0.2908198765620107
545.0,545.0,817.0,0.2,0.0513,0.54,0.3636,0.475,0.3256,0.297,0.8,"844
80%",SVC,0.3533834586466165,0.321789930462507
546.0,546.0,819.0,0.2571,0.2264,0.5155,0.4,0.3704,0.2258,0.1449,0.9,"950
90%",KNN,0.3270676691729323,0.305732318174773
547.0,547.0,820.0,0.1967,0.0,0.5454,0.3881,0.4819,0.3038,0.2941,0.9,"950
90%",SVC,0.3496240601503759,0.3157254835255885
548.0,548.0,822.0,0.2571,0.2264,0.5306,0.4082,0.4304,0.2295,0.1644,1.0,"1056
100%",KNN,0.3421052631578947,0.3209435666981645
549.0,549.0,823.0,0.2,0.0476,0.5631,0.4,0.475,0.3132,0.303,1.0,"1056
100%",SVC,0.3609022556390977,0.3288584512591497
550.0,550.0,825.0,0.3333,0.1429,0.4,0.3516,0.3513,0.2121,0.1579,0.0,"0
0%",KNN,0.2894736842105263,0.2784580183076424
551.0,551.0,826.0,0.1429,0.0,0.5333,0.3448,0.4259,0.2727,0.2712,0.0,"0
0%",SVC,0.3233082706766917,0.2844082431040767
552.0,552.0,828.0,0.3132,0.1132,0.4396,0.4,0.3421,0.2154,0.1081,0.1,"105
10%",KNN,0.2932330827067669,0.2759455693470088
553.0,553.0,829.0,0.1403,0.0526,0.4946,0.3448,0.38,0.3478,0.2393,0.1,"105
10%",SVC,0.3120300751879699,0.2856537177905695
554.0,554.0,831.0,0.2222,0.1455,0.4,0.3441,0.3429,0.1846,0.2051,0.2,"211
20%",KNN,0.2744360902255639,0.2634805031118395
555.0,555.0,832.0,0.2105,0.0,0.5556,0.4262,0.4255,0.3077,0.2783,0.2,"211
20%",SVC,0.3458646616541353,0.314828067384699
556.0,556.0,834.0,0.2278,0.1538,0.4583,0.382,0.3457,0.137,0.129,0.3,"316
30%",KNN,0.2819548872180451,0.2619639474479258
557.0,557.0,835.0,0.1695,0.0,0.5,0.3881,0.4176,0.3377,0.2936,0.3,"316
30%",SVC,0.3345864661654135,0.3009105662589139
558.0,558.0,837.0,0.2647,0.2,0.52,0.4118,0.4595,0.2154,0.137,0.4,"422
40%",KNN,0.3383458646616541,0.3154715663498902
559.0,559.0,838.0,0.1429,0.1026,0.5417,0.4,0.4536,0.4,0.2692,0.4,"422
40%",SVC,0.3609022556390977,0.3299895612487659
560.0,560.0,840.0,0.1765,0.2449,0.495,0.4,0.4384,0.1538,0.1728,0.5,"528
50%",KNN,0.3157894736842105,0.297351410967431
561.0,561.0,841.0,0.1754,0.0541,0.5252,0.3939,0.4396,0.3684,0.283,0.5,"528
50%",SVC,0.3533834586466165,0.3199549899791069
562.0,562.0,843.0,0.2338,0.1176,0.4752,0.4167,0.4118,0.1739,0.1429,0.6,"633
60%",KNN,0.3045112781954887,0.2816946251752373
563.0,563.0,844.0,0.2143,0.0513,0.5684,0.4286,0.4944,0.3171,0.2772,0.6,"633
60%",SVC,0.3684210526315789,0.335891880392381
564.0,564.0,846.0,0.2253,0.25,0.4752,0.4176,0.3836,0.2667,0.175,0.7,"739
70%",KNN,0.3270676691729323,0.3133443379304617
565.0,565.0,847.0,0.1695,0.0,0.5148,0.4,0.4235,0.3333,0.2692,0.7,"739
70%",SVC,0.3345864661654135,0.3014909321287217
566.0,566.0,849.0,0.2432,0.2545,0.5148,0.3913,0.375,0.1639,0.1159,0.8,"844
80%",KNN,0.3157894736842105,0.2941172837111878
567.0,567.0,850.0,0.1639,0.05,0.56,0.4444,0.4634,0.3333,0.2549,0.8,"844
80%",SVC,0.3533834586466165,0.3242898284197059
568.0,568.0,852.0,0.2609,0.2,0.52,0.404,0.4146,0.2,0.1111,0.9,"950
90%",KNN,0.3270676691729323,0.3015221752443385
569.0,569.0,853.0,0.1724,0.0,0.5294,0.4,0.45,0.3294,0.3107,0.9,"950
90%",SVC,0.3496240601503759,0.3131309905950997
570.0,570.0,855.0,0.2571,0.2593,0.5454,0.4082,0.425,0.2414,0.1644,1.0,"1056
100%",KNN,0.3496240601503759,0.3286832570216353
571.0,571.0,856.0,0.2,0.0476,0.5631,0.4127,0.4691,0.3171,0.297,1.0,"1056
100%",SVC,0.3609022556390977,0.3295232760864436
572.0,572.0,858.0,0.3333,0.1403,0.4,0.3516,0.3513,0.2187,0.1558,0.0,"0
0%",KNN,0.2894736842105263,0.2787540099100249
573.0,573.0,859.0,0.1429,0.0,0.5333,0.3448,0.4259,0.2727,0.2712,0.0,"0
0%",SVC,0.3233082706766917,0.2844082431040767
574.0,574.0,861.0,0.3,0.1509,0.4396,0.3778,0.421,0.1587,0.1772,0.1,"105
10%",KNN,0.3045112781954887,0.2893256562495937
575.0,575.0,862.0,0.2069,0.0,0.5319,0.3871,0.4632,0.3014,0.2832,0.1,"105
10%",SVC,0.3458646616541353,0.310517402570459
576.0,576.0,864.0,0.2222,0.2807,0.4444,0.3789,0.3235,0.2222,0.1159,0.2,"211
20%",KNN,0.2932330827067669,0.2840013503494457
